X Location,Y Location,Z Location
0.10242896148740127,0.06892009545497424,0.103886
0.10228462647960712,0.07191662134432095,0.103886
0.10214029147181297,0.07491314723366764,0.103886
0.10199595646401882,0.07790967312301435,0.103886
0.10185162145622467,0.08090619901236105,0.103886
0.10170728644843052,0.08390272490170776,0.103886
0.10156295144063639,0.08689925079105447,0.103886
0.10141861643284224,0.08989577668040116,0.103886
0.10127428142504809,0.09289230256974787,0.103886
0.10112994641725394,0.09588882845909458,0.103886
0.10098561140945979,0.09888535434844128,0.103886
0.10084127640166564,0.10188188023778799,0.103886
0.10069694139387149,0.10487840612713469,0.103886
0.10055260638607735,0.10787493201648139,0.103886
0.1004082713782832,0.1108714579058281,0.103886
