X Location,Y Location,Z Location
0.1303185927946807,0.08546469196119878,0.08559800000000001
0.11481134476768737,0.06858760168682905,0.103886
0.11448383801845638,0.07156967132538684,0.103886
0.11415633126922539,0.07455174096394461,0.103886
0.1138288245199944,0.07753381060250239,0.103886
0.11029419795217474,0.06589325822936258,0.10388599999999999
0.11012364634394026,0.06888840633069725,0.10388599999999999
0.10995309473570578,0.07188355443203191,0.10388599999999999
0.1097825431274713,0.07487870253336656,0.10388599999999999
0.10961199151923681,0.07787385063470123,0.10388599999999999
0.11350131777076342,0.08051588024106018,0.103886
0.11317381102153243,0.08349794987961796,0.103886
0.10944143991100233,0.0808689987360359,0.10388599999999999
0.10927088830276785,0.08386414683737056,0.10388599999999999
0.10910033669453337,0.08685929493870523,0.103886
0.10892978508629889,0.08985444304003988,0.103886
0.1087592334780644,0.09284959114137455,0.103886
0.11284630427230145,0.08648001951817576,0.103886
0.11251879752307047,0.08946208915673352,0.103886
0.11219129077383949,0.09244415879529132,0.103886
0.10858868186982992,0.09584473924270921,0.103886
0.10841813026159544,0.09883988734404388,0.103886
0.10824757865336096,0.10183503544537854,0.103886
0.10807702704512648,0.10483018354671318,0.103886
0.107906475436892,0.10782533164804785,0.103886
0.10773592382865751,0.11082047974938251,0.103886
0.10756537222042303,0.11381562785071718,0.103886
0.11153627727537752,0.09840829807240689,0.103886
0.11120877052614653,0.10139036771096467,0.103886
0.11088126377691554,0.10437243734952245,0.103886
0.11055375702768457,0.10735450698808023,0.103886
0.11022625027845358,0.11033657662663802,0.103886
0.10989874352922259,0.1133186462651958,0.103886
0.1118637840246085,0.0954262284338491,0.103886
