X Location,Y Location,Z Location
0.06959158610989417,0.06040509456411876,0.140462
0.06781339622095661,0.06282129834668351,0.140462
0.06603520633201904,0.06523750212924825,0.140462
0.06425701644308147,0.06765370591181301,0.140462
0.06247882655414391,0.07006990969437776,0.140462
0.06070063666520634,0.0724861134769425,0.140462
0.09584782926853712,0.06655685126118571,0.15875
0.09505658996137206,0.06945062740297639,0.15875
0.09426535065420702,0.07234440354476707,0.15875
0.09347411134704196,0.07523817968655776,0.15875
0.0926828720398769,0.07813195582834843,0.15875
0.09189163273271185,0.08102573197013913,0.15875
0.0911003934255468,0.0839195081119298,0.15875
0.09030915411838175,0.08681328425372048,0.15875
0.0895179148112167,0.08970706039551116,0.15875
0.08872667550405164,0.09260083653730185,0.15875
0.0879354361968866,0.09549461267909252,0.15875
0.08714419688972154,0.09838838882088322,0.15875
