X Location,Y Location,Z Location
0.09690647949488554,0.06268508106503023,0.1336981495246823
0.09544495297268168,0.05910029809388401,0.145302041989189
0.09712061209391033,0.05933905001701042,0.1425676631659115
0.09668920936527252,0.06230600251786094,0.14267294632420707
0.09391100889903017,0.06166987627187897,0.14551247859741462
0.08624128853077256,0.07451776716185375,0.14656466163854268
0.078572540843607,0.06313226284539065,0.15997936238369165
0.07715358914401794,0.06565755335920628,0.16076005687903933
0.07573463744442889,0.06818284387302191,0.16154075137438698
0.08470734445712105,0.07708734533984869,0.1467750982467683
0.08317340038346951,0.07965692351784365,0.14698553485499388
0.081639456309818,0.08222650169583862,0.1471959714632195
0.08010551223616648,0.08479607987383357,0.14740640807144512
0.07857156816251495,0.08736565805182853,0.14761684467967073
0.07703762408886344,0.08993523622982348,0.14782728128789632
0.07550368001521192,0.09250481440781844,0.14803771789612194
0.09612739522950155,0.06553440293162252,0.134221974503077
0.09534831096411756,0.0683837247982148,0.13474579948147164
0.09456922669873356,0.07123304666480708,0.1352696244598663
0.09379014243334957,0.07408236853139936,0.13579344943826094
0.09301105816796558,0.07693169039799165,0.1363172744166556
0.09223197390258159,0.07978101226458394,0.13684109939505024
0.0914528896371976,0.08263033413117622,0.13736492437344489
0.0906738053718136,0.0854796559977685,0.13788874935183953
0.08989472110642961,0.08832897786436078,0.13841257433023418
0.08911563684104562,0.09117829973095307,0.13893639930862883
0.08833655257566164,0.09402762159754535,0.13946022428702348
0.09237706482537865,0.06423945444987392,0.14572291520564024
0.09084312075172712,0.06680903262786887,0.14593335181386585
0.08930917667807561,0.06937861080586383,0.14614378842209147
0.08777523260442407,0.0719481889838588,0.14635422503031706
0.09625780663663469,0.06527295501871147,0.14277822948250266
0.09582640390799688,0.068239907519562,0.1428835126407982
0.09539500117935906,0.07120686002041252,0.1429887957990938
0.09496359845072125,0.07417381252126302,0.14309407895738938
0.09453219572208343,0.07714076502211355,0.14319936211568496
0.09410079299344562,0.08010771752296407,0.1433046452739805
0.09366939026480779,0.08307467002381459,0.1434099284322761
0.09323798753616998,0.08604162252466512,0.14351521159057168
0.09280658480753216,0.08900857502551562,0.14362049474886723
0.09237518207889435,0.09197552752636615,0.14372577790716282
0.08677838404489366,0.09972626533072991,0.1405078742438128
0.08599929977950967,0.1025755871973222,0.14103169922220746
0.0739697359415604,0.09507439258581339,0.14824815450434756
0.07243579186790888,0.09764397076380835,0.14845859111257315
0.07090184779425736,0.10021354894180332,0.14866902772079876
0.08755746831027764,0.09687694346413764,0.13998404926541813
0.09194377935025652,0.09494248002721667,0.1438310610654584
0.09151237662161871,0.09790943252806719,0.14393634422375398
0.0910809738929809,0.10087638502891771,0.14404162738204954
0.07431568574483984,0.07070813438683754,0.16232144586973465
0.07289673404525078,0.07323342490065317,0.1631021403650823
0.07147778234566174,0.0757587154144688,0.16388283486042998
